Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,GLOBALEVENTID,SQLDATE,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID
0.0,0.0,0.0,0.0,0.0,1131104865,2023-10-05,,,,,,,,,,,COPGOV,DEPUTY,,,,,,COP,GOV,,0,10,10,1,1,0.0,9,2,9,0.201315070425015,0,,,,,,,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP
1.0,1.0,1.0,1.0,1.0,1131104880,2023-10-05,,,,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,0,45,45,4,1,5.0,10,1,10,3.7696335078534,0,,,,,,,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP
2.0,2.0,2.0,2.0,2.0,1131104923,2023-10-05,,,,,,,,,,,ESP,SPAIN,ESP,,,,,,,,1,10,10,1,1,0.0,90,24,84,0.770969292186951,0,,,,,,,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP
3.0,3.0,3.0,3.0,3.0,1131104924,2023-10-05,,,,,,,,,,,ESPGOV,SPAIN,ESP,,,,,GOV,,,1,10,10,1,1,0.0,6,3,6,0.13421004695001,0,,,,,,,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP
4.0,4.0,4.0,4.0,4.0,1131105357,2023-10-05,BUS,INVESTOR,,,,,,BUS,,,,,,,,,,,,,1,71,71,7,2,7.4,10,1,10,6.73758865248227,1,Spain,SP,SP,40.0,-4.0,SP,0,,,,,,,1,Spain,SP,SP,40.0,-4.0,SP
5.0,5.0,5.0,5.0,5.0,1131108460,2023-10-05,,,,,,,,,,,AUS,VICTORIA,AUS,,,,,,,,1,112,112,11,3,-2.0,6,1,6,-3.70370370370371,0,,,,,,,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP
6.0,6.0,6.0,6.0,6.0,1131108564,2023-10-05,,,,,,,,,,,ESP,SPAIN,ESP,,,,,,,,1,333,33,3,1,5.2,10,1,10,-1.02272727272728,0,,,,,,,4,"Granada, AndalucíSP, Spain",SP,SP51,37.1784,-3.5992,-384328,1,Ukraine,UP,UP,49.0,32.0,UP
7.0,7.0,7.0,7.0,7.0,1131108565,2023-10-05,,,,,,,,,,,ESP,SPAIN,ESP,,,,,,,,1,51,51,5,1,3.4,22,8,22,1.42736355586627,0,,,,,,,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP
8.0,8.0,8.0,8.0,8.0,1131108572,2023-10-05,,,,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,1,112,112,11,3,-2.0,6,2,6,-3.90263310185185,0,,,,,,,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP
9.0,9.0,9.0,9.0,9.0,1131108821,2023-10-05,ARE,DUBAI,ARE,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,0,46,46,4,1,7.0,1,1,1,3.5230352303523,1,Spain,SP,SP,40.0,-4.0,SP,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,25.2522,55.28,-782831,1,Spain,SP,SP,40.0,-4.0,SP
10.0,10.0,10.0,10.0,10.0,1131108829,2023-10-05,AUS,VICTORIA,AUS,,,,,,,,,,,,,,,,,,1,10,10,1,1,0.0,10,1,10,-3.70370370370371,1,Spain,SP,SP,40.0,-4.0,SP,0,,,,,,,1,Spain,SP,SP,40.0,-4.0,SP
11.0,11.0,11.0,11.0,11.0,1131108878,2023-10-05,AUT,AUSTRIA,AUT,,,,,,,,DEU,GERMANY,DEU,,,,,,,,0,43,43,4,1,2.8,2,1,2,-4.24746075715605,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,1,Austria,AU,AU,47.333333,13.333333,AU,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625
12.0,12.0,12.0,12.0,12.0,1131108879,2023-10-05,AUT,AUSTRIA,AUT,,,,,,,,DEU,GERMANY,DEU,,,,,,,,0,43,43,4,1,2.8,8,2,8,-4.22410166958232,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,1,Croatia,HR,HR,45.166667,15.5,HR,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625
13.0,13.0,13.0,13.0,13.0,1131108881,2023-10-05,AUT,AUSTRIA,AUT,,,,,,,,ESP,SPAIN,ESP,,,,,,,,0,43,43,4,1,2.8,16,2,16,-4.22410166958232,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625
14.0,14.0,14.0,14.0,14.0,1131108882,2023-10-05,AUT,AUSTRIA,AUT,,,,,,,,ESP,SPAIN,ESP,,,,,,,,0,43,43,4,1,2.8,24,2,24,-4.22410166958232,1,Austria,AU,AU,47.333333,13.333333,AU,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625
15.0,15.0,15.0,15.0,15.0,1131108883,2023-10-05,AUT,AUSTRIA,AUT,,,,,,,,FRA,FRANCE,FRA,,,,,,,,0,43,43,4,1,2.8,8,2,8,-4.22410166958232,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625
16.0,16.0,16.0,16.0,16.0,1131108884,2023-10-05,AUT,AUSTRIA,AUT,,,,,,,,FRA,FRANCE,FRA,,,,,,,,0,43,43,4,1,2.8,8,2,8,-4.22410166958232,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,1,Austria,AU,AU,47.333333,13.333333,AU,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625
17.0,17.0,17.0,17.0,17.0,1131108886,2023-10-05,AUT,AUSTRIA,AUT,,,,,,,,HRV,CROATIA,HRV,,,,,,,,0,43,43,4,1,2.8,8,2,8,-4.22410166958232,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Paris, France (general), France",FR,FR00,48.8667,2.33333,-1456928,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625
18.0,18.0,18.0,18.0,18.0,1131108887,2023-10-05,AUT,AUSTRIA,AUT,,,,,,,,HRV,CROATIA,HRV,,,,,,,,0,43,43,4,1,2.8,8,2,8,-4.22410166958232,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625
19.0,19.0,19.0,19.0,19.0,1131108912,2023-10-05,BUS,BANK,,,,,,BUS,,,,,,,,,,,,,1,10,10,1,1,0.0,57,7,39,-0.162765594976683,1,Spain,SP,SP,40.0,-4.0,SP,0,,,,,,,1,Spain,SP,SP,40.0,-4.0,SP
20.0,20.0,20.0,20.0,20.0,1131108970,2023-10-05,BUS,COMPANIES,,,,,,BUS,,,,,,,,,,,,,0,120,120,12,3,-4.0,10,1,10,-2.79805352798053,1,Spain,SP,SP,40.0,-4.0,SP,0,,,,,,,1,Spain,SP,SP,40.0,-4.0,SP
21.0,21.0,21.0,21.0,21.0,1131108991,2023-10-05,BUS,BANK,,,,,,BUS,,,ESP,SPAIN,ESP,,,,,,,,0,10,10,1,1,0.0,2,1,2,-3.21027287319422,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP
22.0,22.0,22.0,22.0,22.0,1131109154,2023-10-05,CHN,CHINESE,CHN,,,,,,,,ESP,SPAIN,ESP,,,,,,,,1,10,10,1,1,0.0,5,5,5,3.89312351446603,4,"Huang Qiang, Guangdong, China",CH,CH30,23.1559,115.416,-1910413,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625
23.0,23.0,23.0,23.0,23.0,1131109155,2023-10-05,CHN,CHINESE,CHN,,,,,,,,ESPMED,SPANISH,ESP,,,,,MED,,,1,10,10,1,1,0.0,35,5,35,3.89312351446603,4,"Huang Qiang, Guangdong, China",CH,CH30,23.1559,115.416,-1910413,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625
24.0,24.0,24.0,24.0,24.0,1131109196,2023-10-05,COP,CRIMINAL POLICE,,,,,,COP,,,,,,,,,,,,,0,20,20,2,1,3.0,3,1,3,-0.63829787234043,1,Spain,SP,SP,40.0,-4.0,SP,0,,,,,,,1,Spain,SP,SP,40.0,-4.0,SP
25.0,25.0,25.0,25.0,25.0,1131109255,2023-10-05,COP,CRIMINAL POLICE,,,,,,COP,,,MED,NEWS AGENCY,,,,,,MED,,,0,10,10,1,1,0.0,3,1,3,-0.63829787234043,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP
26.0,26.0,26.0,26.0,26.0,1131109340,2023-10-05,CVL,MIGRANT,,,,,,CVL,,,,,,,,,,,,,1,71,71,7,2,7.4,11,2,11,0.7556906391446,1,Spain,SP,SP,40.0,-4.0,SP,0,,,,,,,1,Spain,SP,SP,40.0,-4.0,SP
27.0,27.0,27.0,27.0,27.0,1131109357,2023-10-05,CVL,MIGRANT,,,,,,CVL,,,EUR,EUROPE,EUR,,,,,,,,1,20,20,2,1,3.0,17,2,15,-3.15026709937881,4,"Granada, AndalucíSP, Spain",SP,SP51,37.1784,-3.5992,-384328,4,"Granada, AndalucíSP, Spain",SP,SP51,37.1784,-3.5992,-384328,4,"Granada, AndalucíSP, Spain",SP,SP51,37.1784,-3.5992,-384328
28.0,28.0,28.0,28.0,28.0,1131109358,2023-10-05,CVL,MIGRANT,,,,,,CVL,,,EUR,EUROPE,EUR,,,,,,,,1,20,20,2,1,3.0,2,2,2,-3.35365853658537,4,"Granada, AndalucíSP, Spain",SP,SP51,37.1784,-3.5992,-384328,1,Ukraine,UP,UP,49.0,32.0,UP,4,"Granada, AndalucíSP, Spain",SP,SP51,37.1784,-3.5992,-384328
29.0,29.0,29.0,29.0,29.0,1131109359,2023-10-05,CVL,MIGRANT,,,,,,CVL,,,EUR,EUROPE,EUR,,,,,,,,1,20,20,2,1,3.0,6,2,6,-3.35365853658537,4,"Granada, AndalucíSP, Spain",SP,SP51,37.1784,-3.5992,-384328,1,Ukraine,UP,UP,49.0,32.0,UP,1,Ukraine,UP,UP,49.0,32.0,UP
30.0,30.0,30.0,30.0,30.0,1131109360,2023-10-05,CVL,MIGRANT,,,,,,CVL,,,EUR,EUROPEAN,EUR,,,,,,,,1,36,36,3,1,4.0,20,2,20,-3.35365853658537,4,"Granada, AndalucíSP, Spain",SP,SP51,37.1784,-3.5992,-384328,4,"Granada, AndalucíSP, Spain",SP,SP51,37.1784,-3.5992,-384328,4,"Granada, AndalucíSP, Spain",SP,SP51,37.1784,-3.5992,-384328
31.0,31.0,31.0,31.0,31.0,1131109361,2023-10-05,CVL,MIGRANT,,,,,,CVL,,,EUR,EUROPEAN,EUR,,,,,,,,1,100,100,10,3,-5.0,10,2,10,-3.35365853658537,4,"Granada, AndalucíSP, Spain",SP,SP51,37.1784,-3.5992,-384328,4,"Granada, AndalucíSP, Spain",SP,SP51,37.1784,-3.5992,-384328,4,"Granada, AndalucíSP, Spain",SP,SP51,37.1784,-3.5992,-384328
32.0,32.0,32.0,32.0,32.0,1131109388,2023-10-05,CVL,MIGRANT,,,,,,CVL,,,USA,CHICAGO,USA,,,,,,,,1,71,71,7,2,7.4,1,1,1,0.24096385542169,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP
33.0,33.0,33.0,33.0,33.0,1131109402,2023-10-05,DEU,GERMANY,DEU,,,,,,,,AUT,AUSTRIA,AUT,,,,,,,,0,42,42,4,1,1.9,2,1,2,-4.24746075715605,1,Austria,AU,AU,47.333333,13.333333,AU,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625
34.0,34.0,34.0,34.0,34.0,1131109404,2023-10-05,DEU,GERMANY,DEU,,,,,,,,AUT,AUSTRIA,AUT,,,,,,,,0,42,42,4,1,1.9,8,2,8,-4.22410166958232,1,Croatia,HR,HR,45.166667,15.5,HR,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625
35.0,35.0,35.0,35.0,35.0,1131109513,2023-10-05,ESP,SPAIN,ESP,,,,,,,,,,,,,,,,,,1,120,120,12,3,-4.0,8,4,8,0.150956288710427,1,Spain,SP,SP,40.0,-4.0,SP,0,,,,,,,1,Spain,SP,SP,40.0,-4.0,SP
36.0,36.0,36.0,36.0,36.0,1131109514,2023-10-05,ESP,SPAIN,ESP,,,,,,,,,,,,,,,,,,1,130,130,13,3,-4.4,4,1,4,-3.21027287319422,1,Spain,SP,SP,40.0,-4.0,SP,0,,,,,,,1,Spain,SP,SP,40.0,-4.0,SP
37.0,37.0,37.0,37.0,37.0,1131109515,2023-10-05,ESP,SPAIN,ESP,,,,,,,,AGR,FARMER,,,,,,AGR,,,1,114,114,11,3,-2.0,4,1,4,-2.79805352798053,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP
38.0,38.0,38.0,38.0,38.0,1131109517,2023-10-05,ESP,SPAIN,ESP,,,,,,,,AUT,AUSTRIA,AUT,,,,,,,,0,42,42,4,1,1.9,2,1,2,-4.24746075715605,4,"Rome, Lazio, Italy",IT,IT07,41.9,12.4833,-126693,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Rome, Lazio, Italy",IT,IT07,41.9,12.4833,-126693
39.0,39.0,39.0,39.0,39.0,1131109518,2023-10-05,ESP,SPAIN,ESP,,,,,,,,ITA,ITALY,ITA,,,,,,,,1,40,40,4,1,1.0,4,1,4,-2.50783699059561,5,"Andalucia, AndalucíSP, Spain",SP,SP51,37.6,-4.5,6198367,5,"Emilia-Romagna, Emilia-Romagna, Italy",IT,IT05,44.75,11.0,-117029,5,"Emilia-Romagna, Emilia-Romagna, Italy",IT,IT05,44.75,11.0,-117029
40.0,40.0,40.0,40.0,40.0,1131109520,2023-10-05,ESPCVL,SPANISH,ESP,,,,,CVL,,,ESP,SPANISH,ESP,,,,,,,,0,10,10,1,1,0.0,6,1,6,0.24096385542169,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP
41.0,41.0,41.0,41.0,41.0,1131109521,2023-10-05,ESPCVL,SPAIN,ESP,,,,,CVL,,,ESP,SPANISH,ESP,,,,,,,,0,13,13,1,1,0.4,4,1,4,0.24096385542169,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP
42.0,42.0,42.0,42.0,42.0,1131109531,2023-10-05,EUR,EUROPEAN,EUR,,,,,,,,ESP,SPAIN,ESP,,,,,,,,1,10,10,1,1,0.0,40,4,40,-2.28139350562199,4,"Granada, AndalucíSP, Spain",SP,SP51,37.1784,-3.5992,-384328,4,"Granada, AndalucíSP, Spain",SP,SP51,37.1784,-3.5992,-384328,4,"Granada, AndalucíSP, Spain",SP,SP51,37.1784,-3.5992,-384328
43.0,43.0,43.0,43.0,43.0,1131109536,2023-10-05,EUR,EUROPE,EUR,,,,,,,,IGOEUREECGOV,EUROPEAN COMMISSION,EUR,EEC,,,,IGO,GOV,,1,46,46,4,1,7.0,10,1,10,-2.50783699059561,5,"Andalucia, AndalucíSP, Spain",SP,SP51,37.6,-4.5,6198367,5,"Andalucia, AndalucíSP, Spain",SP,SP51,37.6,-4.5,6198367,5,"Andalucia, AndalucíSP, Spain",SP,SP51,37.6,-4.5,6198367
44.0,44.0,44.0,44.0,44.0,1131109550,2023-10-05,FRA,FRANCE,FRA,,,,,,,,AUT,AUSTRIA,AUT,,,,,,,,0,42,42,4,1,1.9,8,2,8,-4.22410166958232,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625
45.0,45.0,45.0,45.0,45.0,1131109551,2023-10-05,FRA,FRANCE,FRA,,,,,,,,AUT,AUSTRIA,AUT,,,,,,,,0,42,42,4,1,1.9,8,2,8,-4.22410166958232,1,Austria,AU,AU,47.333333,13.333333,AU,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625
46.0,46.0,46.0,46.0,46.0,1131109571,2023-10-05,GBR,UNITED KINGDOM,GBR,,,,,,,,AUS,VICTORIA,AUS,,,,,,,,1,112,112,11,3,-2.0,2,1,2,-3.70370370370371,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP
47.0,47.0,47.0,47.0,47.0,1131109676,2023-10-05,GOV,GOVERNMENT,,,,,,GOV,,,ARE,UNITED ARAB EMIRATES,ARE,,,,,,,,0,40,40,4,1,1.0,1,1,1,3.5230352303523,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,25.2522,55.28,-782831,1,Spain,SP,SP,40.0,-4.0,SP,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,25.2522,55.28,-782831
48.0,48.0,48.0,48.0,48.0,1131109678,2023-10-05,GOV,GOVERNMENT,,,,,,GOV,,,ARE,DUBAI,ARE,,,,,,,,0,46,46,4,1,7.0,1,1,1,3.5230352303523,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,25.2522,55.28,-782831,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP
49.0,49.0,49.0,49.0,49.0,1131109828,2023-10-05,HRV,CROATIA,HRV,,,,,,,,AUT,AUSTRIA,AUT,,,,,,,,0,42,42,4,1,1.9,8,2,8,-4.22410166958232,4,"Paris, France (general), France",FR,FR00,48.8667,2.33333,-1456928,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625
50.0,50.0,50.0,50.0,50.0,1131109829,2023-10-05,HRV,CROATIA,HRV,,,,,,,,AUT,AUSTRIA,AUT,,,,,,,,0,42,42,4,1,1.9,8,2,8,-4.22410166958232,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625
51.0,51.0,51.0,51.0,51.0,1131109851,2023-10-05,IGOEUREECGOV,EUROPEAN COMMISSION,EUR,EEC,,,,IGO,GOV,,EUR,EUROPE,EUR,,,,,,,,1,46,46,4,1,7.0,10,1,10,-2.50783699059561,5,"Andalucia, AndalucíSP, Spain",SP,SP51,37.6,-4.5,6198367,5,"Andalucia, AndalucíSP, Spain",SP,SP51,37.6,-4.5,6198367,5,"Andalucia, AndalucíSP, Spain",SP,SP51,37.6,-4.5,6198367
52.0,52.0,52.0,52.0,52.0,1131109852,2023-10-05,IGOEUREECGOV,EUROPEAN COMMISSION,EUR,EEC,,,,IGO,GOV,,EUR,EUROPE,EUR,,,,,,,,1,51,51,5,1,3.4,10,1,10,-2.50783699059561,5,"Andalucia, AndalucíSP, Spain",SP,SP51,37.6,-4.5,6198367,5,"Andalucia, AndalucíSP, Spain",SP,SP51,37.6,-4.5,6198367,5,"Andalucia, AndalucíSP, Spain",SP,SP51,37.6,-4.5,6198367
53.0,53.0,53.0,53.0,53.0,1131109923,2023-10-05,ITA,ITALY,ITA,,,,,,,,ESP,SPAIN,ESP,,,,,,,,1,40,40,4,1,1.0,4,1,4,-2.50783699059561,5,"Emilia-Romagna, Emilia-Romagna, Italy",IT,IT05,44.75,11.0,-117029,5,"Andalucia, AndalucíSP, Spain",SP,SP51,37.6,-4.5,6198367,5,"Emilia-Romagna, Emilia-Romagna, Italy",IT,IT05,44.75,11.0,-117029
54.0,54.0,54.0,54.0,54.0,1131110165,2023-10-05,MED,SPOKESMAN,,,,,,MED,,,,,,,,,,,,,0,10,10,1,1,0.0,6,1,6,-0.63829787234043,1,Spain,SP,SP,40.0,-4.0,SP,0,,,,,,,1,Spain,SP,SP,40.0,-4.0,SP
55.0,55.0,55.0,55.0,55.0,1131110417,2023-10-05,PTY,POLITICIAN,,,,,,,,,MED,NEWS AGENCY,,,,,,MED,,,0,13,13,1,1,0.4,3,1,3,-0.63829787234043,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP
56.0,56.0,56.0,56.0,56.0,1131111059,2023-10-05,USA,UNITED STATES,USA,,,,,,,,CVL,MIGRANT,,,,,,CVL,,,1,71,71,7,2,7.4,8,1,8,0.24096385542169,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP
57.0,57.0,57.0,57.0,57.0,1131112412,2023-10-05,,,,,,,,,,,GOV,FIREFIGHTER,,,,,,GOV,,,1,190,190,19,4,-10.0,25,3,25,-4.16765391302721,0,,,,,,,4,"Tenerife, AndalucíSP, Spain",SP,SP51,37.2879,-1.74901,-404088,4,"Tenerife, AndalucíSP, Spain",SP,SP51,37.2879,-1.74901,-404088
58.0,58.0,58.0,58.0,58.0,1131113057,2023-10-05,ESP,SPAIN,ESP,,,,,,,,,,,,,,,,,,0,26,26,2,1,4.0,4,1,4,-0.8301404853129,1,Spain,SP,SP,40.0,-4.0,SP,0,,,,,,,1,Spain,SP,SP,40.0,-4.0,SP
59.0,59.0,59.0,59.0,59.0,1131113061,2023-10-05,EUR,EUROPEAN,EUR,,,,,,,,CVL,MIGRANT,,,,,,CVL,,,1,10,10,1,1,0.0,4,1,4,-2.35546038543897,4,"English Channel, United Kingdom (general), United Kingdom",UK,UK00,54.5833,-3.68333,-2595622,1,Spain,SP,SP,40.0,-4.0,SP,4,"English Channel, United Kingdom (general), United Kingdom",UK,UK00,54.5833,-3.68333,-2595622
60.0,60.0,60.0,60.0,60.0,1131113064,2023-10-05,EUR,EUROPEAN,EUR,,,,,,,,CVL,MIGRANT,,,,,,CVL,,,1,36,36,3,1,4.0,4,1,4,-2.35546038543897,4,"English Channel, United Kingdom (general), United Kingdom",UK,UK00,54.5833,-3.68333,-2595622,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP
61.0,61.0,61.0,61.0,61.0,1131113214,2023-10-05,GOV,PRIME MINISTER,,,,,,GOV,,,CVL,MIGRANT,,,,,,CVL,,,1,10,10,1,1,0.0,4,1,4,-2.35546038543897,4,"English Channel, United Kingdom (general), United Kingdom",UK,UK00,54.5833,-3.68333,-2595622,1,Spain,SP,SP,40.0,-4.0,SP,4,"English Channel, United Kingdom (general), United Kingdom",UK,UK00,54.5833,-3.68333,-2595622
62.0,62.0,62.0,62.0,62.0,1131113220,2023-10-05,GOV,PRIME MINISTER,,,,,,GOV,,,CVL,MIGRANT,,,,,,CVL,,,1,36,36,3,1,4.0,4,1,4,-2.35546038543897,4,"English Channel, United Kingdom (general), United Kingdom",UK,UK00,54.5833,-3.68333,-2595622,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP
63.0,63.0,63.0,63.0,63.0,1131113529,2023-10-05,MEDMED,TELEVISION,,,,,,MED,MED,,,,,,,,,,,,1,85,85,8,2,7.0,10,1,10,1.14942528735632,1,Spain,SP,SP,40.0,-4.0,SP,0,,,,,,,1,Spain,SP,SP,40.0,-4.0,SP
64.0,64.0,64.0,64.0,64.0,1131115010,2023-10-05,,,,,,,,,,,ESP,BARCELONA,ESP,,,,,,,,1,42,42,4,1,1.9,35,4,30,-1.85610711483369,0,,,,,,,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,41.3833,2.18333,-372490,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,41.3833,2.18333,-372490
65.0,65.0,65.0,65.0,65.0,1131115131,2023-10-05,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,51,51,5,1,3.4,26,4,26,3.39266103387895,0,,,,,,,1,Spain,SP,SP,40.0,-4.0,SP,1,Spain,SP,SP,40.0,-4.0,SP
66.0,66.0,66.0,66.0,66.0,1131115590,2023-10-05,ESP,BARCELONA,ESP,,,,,,,,,,,,,,,,,,1,43,43,4,1,2.8,43,4,30,-1.85610711483369,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,41.3833,2.18333,-372490,0,,,,,,,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,41.3833,2.18333,-372490
67.0,67.0,67.0,67.0,67.0,1131115591,2023-10-05,ESP,SPAIN,ESP,,,,,,,,,,,,,,,,,,1,100,100,10,3,-5.0,2,1,2,-0.0649350649350704,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,41.3833,2.18333,-372490,0,,,,,,,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,41.3833,2.18333,-372490
68.0,68.0,68.0,68.0,68.0,1131115592,2023-10-05,ESP,BARCELONA,ESP,,,,,,,,USA,AMERICAN,USA,,,,,,,,1,43,43,4,1,2.8,7,1,7,-0.0649350649350704,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,41.3833,2.18333,-372490,1,United States,US,US,39.828175,-98.5795,US,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,41.3833,2.18333,-372490
